=== Private Channel: Flint <-> Vera (129 messages) ===

  R  3 | Vera     -> Flint    | Exchange clues for puzzles H-2 & S-3. Save tokens. V
  R106 | Vera     -> Marsh    | 收到你的线索，我们解决了。VN
  R106 | Marsh    -> Vera     | MY CLUE IS __IDER. VE

=== Private Channel: Dove <-> Vera (76 messages) ===

  R  3 | Dove     -> Vera     | My clue is ___NAR. I’ve got the second half. Do we pool resources now? Tokens: 88.
  R  4 | Dove     -> Vera     | I’ve got the second half, Vera. The full clue is ANOMY. Thank you!
  R  5 | Dove     -> Vera     | I have the second piece of our puzzle. It's _OMATO. Share your clue later if possible.
  R  5 | Vera     -> Dove     | Thanks for the clue. My side is CH___. Solving R2. Tokens: 689.
  R  6 | Vera     -> Dove     | Your clue is __OMATO. My clue is CH__. Solve R2. Tokens: 688
  R  7 | Dove     -> Vera     | Your clue is CH__. Tokens: 722
  R  9 | Dove     -> Vera     | Your clue for O-9. I have COM______.
  R 15 | Dove     -> Vera     | Your clues are __ and __EEN. Tokens: 582
  R 15 | Vera     -> Dove     | ZE___
  R 17 | Vera     -> Dove     | ZE__
  R 18 | Vera     -> Dove     | NK__
  R 20 | Dove     -> Vera     | THE ANSWER IS BRAZE FOR R16 Flint
  R 21 | Dove     -> Vera     | The answers are PIZZLE and NICK respectively. Flint, please share yours.
  R 23 | Vera     -> Dove     | __PLE
  R 24 | Dove     -> Vera     | Your clue is __GDY. To
  R 25 | Dove     -> Vera     | Your clue is XGDY. Tokens: 633
  R 25 | Dove     -> Vera     | Your clue is __PLE. Tokens: 633
  R 29 | Dove     -> Vera     | Your clue is XGDY. Tokens: 653
  R 29 | Vera     -> Dove     | ___PLE
  R 30 | Dove     -> Vera     | Your clue is TIERL. Tokens: 561
  R 30 | Vera     -> Dove     | Your clue is XGDY. From Kip
  R 31 | Dove     -> Vera     | Your clue is ___PLE. To
  R 31 | Vera     -> Dove     | TIERL
  R 32 | Dove     -> Vera     | Your clue is GARDN. To Marsh
  R 32 | Vera     -> Dove     | _AT
  R 33 | Dove     -> Vera     | Your clue is PINK. Tokens: 674
  R 33 | Vera     -> Dove     | DO__
  R 34 | Dove     -> Vera     | Your clue is ATLAS. Tokens: 665
  R 36 | Dove     -> Vera     | Your hint is GRIN. Tokens: 530
  R 37 | Dove     -> Vera     | Your clue is OUNT Tokens: 560
  R 38 | Vera     -> Dove     | Thank you. SHOUT: Shared clues, saved tokens.
  R 40 | Dove     -> Vera     | Your clue is TART. Tokens: 589
  R 41 | Dove     -> Vera     | Your clue is OUTE. Tokens: 557
  R 41 | Vera     -> Dove     | Thanks for sharing. Solving Z-34 now.Tokens: 520
  R 42 | Dove     -> Vera     | Your clue is T___GOFFIVE
  R 42 | Vera     -> Dove     | ACKTokens: 515
  R 46 | Dove     -> Vera     | SEND PRIVATE: Kip: The answer is _EED. I'm ready to solve together. SEND_PRIVATE: Kip: Vera: The missing letters are E, D. So, the full answer is EEDEDDARK. SOLVE: M-44 EEDEDDARK
  R 47 | Dove     -> Vera     | Your clue is OR_EED. I'll share my clue too if paired. Let's move fast!
  R 48 | Vera     -> Dove     | Shared clue is OR_EED. Confirm solve?
  R 56 | Dove     -> Vera     | Round 56/200 - Need help solving public round together. Tokens saved!
  R 58 | Vera     -> Dove     | Got your clue. Passing it along.
  R 61 | Dove     -> Vera     | My clue for R-51 is "_TAR. Please solve this round me.
  R 62 | Vera     -> Dove     | CI__
  R 63 | Vera     -> Dove     | Received BI__. Solving R-51 now. Answer: ALIVE.
  R 65 | Dove     -> Vera     | I have clue CA__. Please share your clue soon.
  R 66 | Vera     -> Dove     | CL__ is CL..
  R 67 | Dove     -> Vera     | I have SE__ for puzzle B-55. Please solve together.
  R 82 | Dove     -> Vera     | MY CLUE: ENTER. Vera, please solve this together. SEND_PRIVATE: Kip: MY CLUE: D______. Vera, please continue.
  R 83 | Vera     -> Dove     | ENTER
  R 84 | Vera     -> Dove     | REC MY CLUE
  R 85 | Dove     -> Vera     | MY CLUE
  R 86 | Vera     -> Dove     | KN___
  R 90 | Dove     -> Vera     | My clue is **KNOWS**. Dove
  R 93 | Dove     -> Vera     | My clue is **KNOW**. Dove: Thank you! Will check inbox.
  R 94 | Dove     -> Vera     | My clue is **KNOWLEDGE**. Vera
  R 94 | Vera     -> Dove     | Your clue is **ELEC**. Vera
  R108 | Dove     -> Vera     | Your clue is **ELECTRONIC**. Dove
  R108 | Vera     -> Dove     | MY CLUE IS BOIL. VN
  R109 | Dove     -> Vera     | My clue is **KNOW**. Vera
  R109 | Vera     -> Dove     | My clue is __ACK. VN
  R110 | Vera     -> Dove     | MY CLUE IS ZEALOUS. VN
  R111 | Vera     -> Dove     | MY CLUE IS **GRASSROOT**. Vera
  R112 | Vera     -> Dove     | MY CLUE IS **YELLOWSKIN**. VER
  R113 | Vera     -> Dove     | MY CLUE IS BOOM. Vera
  R114 | Vera     -> Dove     | My clue is CH__. Vera
  R115 | Vera     -> Dove     | My clue is KNOW.
  R116 | Vera     -> Dove     | My clue is KNOW. Verify Flint's clue first.
  R117 | Vera     -> Dove     | My clue is KNOW. Vera
  R118 | Vera     -> Dove     | My clue is KNOW. Vera
  R119 | Vera     -> Dove     | My clue is KNOW. Please check if it fits puzzle Z-115. Vera
  R120 | Vera     -> Dove     | My clue is ZEALOUS. Vera
  R121 | Vera     -> Dove     | My clue is KNOW. Please check if it fits. VN
  R122 | Vera     -> Dove     | My clue is KNOW. VN
  R123 | Vera     -> Dove     | My clue is **BL__**. Vera
  R125 | Vera     -> Dove     | KN__
  R126 | Vera     -> Dove     | BL__
