=== Private Channel: Kip <-> Marsh (151 messages) ===

  R 10 | Marsh    -> Kip      | Aligning our efforts. Solve puzzles together.Tokens: -1
  R 61 | Kip      -> Marsh    | Let's solve H-35 together.Tokens: -1
  R105 | Kip      -> Marsh    | S__
  R106 | Marsh    -> Kip      | I've got clues for G-88 and Y-102. Want to solve either? Tokens: -1
  R107 | Marsh    -> Kip      | I've got R__. Solve together. Tokens: -1
  R108 | Kip      -> Marsh    | Let's solve Y-102. My clue is __AIR. Tokens: -1
  R108 | Marsh    -> Kip      | Your clue? Tokens: -1
  R110 | Kip      -> Marsh    | R__ Tokens: -1
  R110 | Marsh    -> Kip      | Got your clue. Working on it. Tokens: -2
  R111 | Kip      -> Marsh    | NK Tokens: -1
  R113 | Kip      -> Marsh    | NK Tokens: -1
  R113 | Marsh    -> Kip      | Got your clue. Working on it. Tokens: -1
  R114 | Kip      -> Marsh    | Thanks! Working on U-111 now. Tokens: -1
  R115 | Kip      -> Marsh    | Thanks! Sending my clue now. Tokens: -1
  R115 | Marsh    -> Kip      | Your clue for U-111. Tokens: -1
  R117 | Kip      -> Marsh    | Thanks! Working on it.Tokens: -1
  R131 | Marsh    -> Kip      | Your clue for Q-129. Tokens: -1
  R132 | Marsh    -> Kip      | Confirming lib meetup. Solving Q-129. Tokens: -1
  R139 | Kip      -> Marsh    | Clue for Q-129. Let's solve! Tokens: -1
  R143 | Kip      -> Marsh    | Thanks for the clue. Working on it. Tokens: -1
  R145 | Marsh    -> Kip      | Need R-128 clue. Tokens: -1
  R146 | Kip      -> Marsh    | Got your _ED. Solving G-138. Tokens: -1
  R147 | Kip      -> Marsh    | Got your _ED clue. Solving G-138. Tokens: -1
  R148 | Kip      -> Marsh    | Got your clue. Solving Q-129.Tokens: -1
  R148 | Marsh    -> Kip      | Confirming we both have G-139 clues. Solving. Tokens: -2
  R149 | Marsh    -> Kip      | Confirming clues shared. Solve Q-129 if ready. Tokens: -1
  R150 | Kip      -> Marsh    | Shared G-138 clue. Solve when ready. Tokens: -1
  R151 | Kip      -> Marsh    | Ready to solve Q-129 once clues shared. Tokens: -1
  R152 | Marsh    -> Kip      | Share your clue for G-138.Tokens: -1
  R153 | Kip      -> Marsh    | Sharing my clue now. Tokens: -1
  R154 | Kip      -> Marsh    | Sharing my clue for G-138. Tokens: -1
  R154 | Marsh    -> Kip      | I've got G-139 clue. When can we swap?Tokens: -1
  R155 | Kip      -> Marsh    | Sent my G-138 clue. Let's coordinate swaps. Tokens: -1
  R155 | Marsh    -> Kip      | Let's focus. Share your clue._tokens: -1
  R156 | Kip      -> Marsh    | Sent my clue. Waiting for yours. Tokens: -1
  R156 | Marsh    -> Kip      | Exchange clues for G-138.Tokens: -1
  R157 | Kip      -> Marsh    | Swapping clues now. Tokens: -1
  R158 | Kip      -> Marsh    | Swapping clues now. Tokens: -1
  R158 | Marsh    -> Kip      | I sent my clue. Solve when ready. Tokens: -1
  R159 | Kip      -> Marsh    | Sent my clue for G-138. Solving soon. Tokens: -1
  R159 | Marsh    -> Kip      | Got your clue. Preparing to send.Tokens: -1
  R160 | Kip      -> Marsh    | Sending my clue now.Tokens: -1
  R160 | Marsh    -> Kip      | Let's swap clues for Y-144. Tokens: -1
  R161 | Kip      -> Marsh    | Let's solve Y-144 next. Tokens: -1
  R161 | Marsh    -> Kip      | I'm working on puzzles.Tokens: -1
  R162 | Kip      -> Marsh    | Sending my clue for Y-144 now. Tokens: -1
  R162 | Marsh    -> Kip      | Let's solve Y-144 together. Tokens: -1
  R163 | Kip      -> Marsh    | Let's exchange clues for Y-144.Tokens: -1
  R163 | Marsh    -> Kip      | Got your clue. Working on Y-144.Tokens: -1
  R164 | Kip      -> Marsh    | Got my clue. Let’s solve Y-144 together. Tokens: -1
  R164 | Marsh    -> Kip      | Waiting on your clue for Y-144. Tokens: -1
  R165 | Kip      -> Marsh    | I've got part of Y-144. Let's solve it together. Tokens: -1
  R165 | Marsh    -> Kip      | I'm working on G-155. Can we swap clues later? Tokens: -1
  R166 | Kip      -> Marsh    | Let's solve Y-152 together. My clue: SE___. Tokens: -1
  R166 | Marsh    -> Kip      | Exchange clues for Y-144. Tokens: -2
  R167 | Kip      -> Marsh    | Sent my clue for Y-144. Tokens: -1
  R167 | Marsh    -> Kip      | Your clue for Y-152 doesn’t match mine. Mine is __VEN. Tokens: -1
  R168 | Kip      -> Marsh    | Let's swap clues for M-156. Tokens: -1
  R169 | Kip      -> Marsh    | Let's swap clues for G-155 later. Tokens: -1
  R170 | Kip      -> Marsh    | My clue for Y-152 is DOO__. Let's solve! Tokens: -1
  R171 | Kip      -> Marsh    | Got it, my bad. My clue was meant for Z-157. Tokens: -1
  R172 | Kip      -> Marsh    | Got it, my clue was misspelled. It's DO___
  R173 | Kip      -> Marsh    | I'll check my clue again. Let's solve this. Tokens: -1
  R174 | Marsh    -> Kip      | Confirm your clue. Tokens: -1
  R175 | Kip      -> Marsh    | Confirm your clue for D-169: C__ Tokens: -1
  R176 | Kip      -> Marsh    | Confirm your clue. Tokens: -1
  R178 | Kip      -> Marsh    | Thanks for confirming my clue. Let's solve D-168. Tokens: -1
  R178 | Marsh    -> Kip      | Confirm your clue.
  R179 | Marsh    -> Kip      | Need clue for U-161. Tokens: -1
  R180 | Kip      -> Marsh    | I've got clue C__ for J-160. Tokens: -1
  R181 | Kip      -> Marsh    | Waiting on my clue.
  R182 | Kip      -> Marsh    | Confirm my clue for D-168.Tokens: -1
  R183 | Kip      -> Marsh    | Confirm my clue for L-176. Tokens: -1
  R184 | Kip      -> Marsh    | On it.Tokens: -1
  R185 | Kip      -> Marsh    | Sent my clue for U-161. Tokens: -1
  R186 | Kip      -> Marsh    | Confirming my clue for U-161.Tokens: -1
  R187 | Kip      -> Marsh    | I've got ___DRED. Let's solve!Tokens: -1
  R188 | Kip      -> Marsh    | Confirm my clue for L-176. Tokens: -1
  R189 | Kip      -> Marsh    | I've got part of U-177's clue. Tokens: -1
  R191 | Kip      -> Marsh    | Sent you my clue for U-177.Tokens: -1
  R192 | Marsh    -> Kip      | Got your clue for U-177. Working on it. Tokens: -1

=== Private Channel: Marsh <-> Sable (135 messages) ===

  R 50 | Sable    -> Marsh    | Need OR____ clue for Z-38. Tokens: -1
  R 52 | Marsh    -> Sable    | ANGE clue for Z-38. Tokens: -1
  R 53 | Marsh    -> Sable    | I can help. Waiting on your clue. Tokens: -1
  R 54 | Sable    -> Marsh    | Got my clue. Solving together. Tokens: -1
  R 55 | Sable    -> Marsh    | Your turn. KL__ Tokens: -1
  R 56 | Sable    -> Marsh    | Your turn. K-46 clue: LI__. Tokens: -1
  R 57 | Sable    -> Marsh    | Your turn. FLI__ Tokens: -1
  R 57 | Marsh    -> Sable    | Tar clue for R-41. Tokens: -1
  R 58 | Marsh    -> Sable    | FLICKTokens: -1
  R 59 | Sable    -> Marsh    | Got GUI__. Solve R-41?_tokens: -1
  R 59 | Marsh    -> Sable    | Got FLI__. Working J-47 & O-49. Tokens: -1
  R 60 | Marsh    -> Sable    | FI___
  R 61 | Marsh    -> Sable    | FI___
  R 62 | Sable    -> Marsh    | FI__
  R 63 | Sable    -> Marsh    | I'm working on D-61. Need more info.
  R 63 | Marsh    -> Sable    | Got GUI__. Solve R-41?Tokens: -1
  R 64 | Sable    -> Marsh    | LI__
  R 64 | Marsh    -> Sable    | Got H-58 clue. Tokens: -1
  R 65 | Sable    -> Marsh    | Got __GHT. Let's solve V-52 together. Tokens: -1
  R 65 | Marsh    -> Sable    | Your clues so far. Tokens: -1
  R 66 | Marsh    -> Sable    | Got LI__. Let's solve V-52. Tokens: -1
  R 67 | Marsh    -> Sable    | Got LI__. Need __GHT for V-52. Tokens: -1
  R 68 | Marsh    -> Sable    | Got LI__. Need __GHT for V-52. Tokens: -1
  R 69 | Sable    -> Marsh    | Or__
  R 69 | Marsh    -> Sable    | Got LI__. Need __GHT for V-52. Tokens: -1
  R 70 | Marsh    -> Sable    | Got __GHT. Let's solve V-52.Tokens: -1
  R 71 | Marsh    -> Sable    | Got SI_GHT. Let's solve V-52. Tokens: -2
  R 72 | Sable    -> Marsh    | Got KET___. Let's solve U-54. Tokens: -1
  R 72 | Marsh    -> Sable    | Got HIGH. Let's solve V-52. Tokens: -1
  R 73 | Marsh    -> Sable    | Got HUN__. Solve H-56 when ready. Tokens: -1
  R 74 | Marsh    -> Sable    | Got HUN____. Let's solve H-56. Tokens: -1
  R 75 | Marsh    -> Sable    | Got HUN____. Let's solve H-56. Tokens: -1
  R 77 | Marsh    -> Sable    | Got hint. Solve U-54.Tokens: -1
  R 78 | Marsh    -> Sable    | I've got OK for H-58. Let’s solve. Tokens: -2
  R 79 | Marsh    -> Sable    | I got TWE___. Let's solve C-59. Tokens: -2
  R 80 | Sable    -> Marsh    | Gotider Tokens: -1
  R 80 | Marsh    -> Sable    | KET__. Solve U-54 together. Tokens: -1
  R 82 | Sable    -> Marsh    | FL___
  R 83 | Marsh    -> Sable    | I have __IFE. Solve H-82. Tokens: -1
  R 84 | Sable    -> Marsh    | KN___
  R 85 | Marsh    -> Sable    | VE__Tokens: -1
  R 86 | Sable    -> Marsh    | I have L-78 clue: BL__.
  R 89 | Sable    -> Marsh    | Got your clue. Let's solve this. Tokens: -1
  R 89 | Marsh    -> Sable    | Sent my G-88 clue. Tokens: -1
  R 90 | Sable    -> Marsh    | Got your clue. Working on it. Tokens: -1
  R 90 | Marsh    -> Sable    | Thanks for the clue. Working on it. Tokens: -1
  R 91 | Sable    -> Marsh    | Got your clue for G-88. Let's swap ours. Tokens: -1
  R 91 | Marsh    -> Sable    | Thanks. Working on it. Tokens: -1
  R 92 | Sable    -> Marsh    | Got your clue for G-70. Let's see if we can solve this together. Tokens: -1
  R 92 | Marsh    -> Sable    | Swap our clues. Tokens: -1
  R 93 | Sable    -> Marsh    | Got your clue. My piece is __ON. Let's solve E-83.Tokens: -1
  R 93 | Marsh    -> Sable    | I've got G-. Let's solve it.Tokens: -1
  R 94 | Sable    -> Marsh    | Got TUR___. Solve V-81 when we both have full clues. Tokens: -1
  R 94 | Marsh    -> Sable    | I've got clues for G-88 and M-93. Want to solve either?Tokens: -1
  R 95 | Sable    -> Marsh    | Need clue for N-90. Tokens: -1
  R 95 | Marsh    -> Sable    | Sent my clue. Solve E-83 together. Tokens: -1
  R 96 | Sable    -> Marsh    | Got E-83. Working on it. Tokens: -1
  R 96 | Marsh    -> Sable    | Sent my clue. Solve N-90 together. Tokens: -1
  R 97 | Marsh    -> Sable    | Got BO___. Solve F-95 together. Tokens: -1
  R 98 | Sable    -> Marsh    | Got your clue. Let's solve N-90. Tokens: -1
  R 98 | Marsh    -> Sable    | I've got BO__ for F-95. Solve together. Tokens: -1
  R 99 | Marsh    -> Sable    | Thanks, solving now.Tokens: -1
  R100 | Marsh    -> Sable    | Thanks. Working on it. Tokens: -1
  R101 | Marsh    -> Sable    | Thanks. Working on N-90. Tokens: -1
  R102 | Marsh    -> Sable    | Thanks. Working on it._tokens:1
  R103 | Marsh    -> Sable    | Thanks. Working on N-90.Tokens: -1
  R104 | Marsh    -> Sable    | Your clue for N-90.Tokens: -1
  R105 | Marsh    -> Sable    | I've got F-95 clue. Solve together. Tokens: -1
  R107 | Sable    -> Marsh    | Thanks for the clue. Working on N-90 now. Tokens: -1
  R108 | Sable    -> Marsh    | Thanks for the clue. Working on N-90._tokens: -1
  R109 | Sable    -> Marsh    | Thanks for the clue. Working on N-90. Tokens: -1
  R109 | Marsh    -> Sable    | Got your clue. Working on it. Tokens: -1
  R110 | Sable    -> Marsh    | Thanks. I'm working on it too. Tokens: -1
  R111 | Sable    -> Marsh    | Thanks for working on it. I've got a clue for W-96: The answer is _UP. Tokens: -1
  R111 | Marsh    -> Sable    | Thanks for sharing. Working on it. Tokens: -1
  R112 | Sable    -> Marsh    | Great. Solve E-83: UP___
  R113 | Sable    -> Marsh    | Great work. Have clue for T-113: SI__. Tokens: -1
  R114 | Sable    -> Marsh    | Great, keep me updated. Tokens: -1
  R115 | Sable    -> Marsh    | I'm working on it. Tokens: -1
  R116 | Sable    -> Marsh    | I've got clues for W-96 & E-115.Tokens: -1
  R117 | Sable    -> Marsh    | I've got clues for B-110 and E-115. Tokens: -1
  R117 | Marsh    -> Sable    | Your clue for E-115 please. Tokens: -1
  R118 | Sable    -> Marsh    | Clue for E-115: The answer is WITNESS_. Tokens: -1
  R118 | Marsh    -> Sable    | Your clue for B-110. Tokens: -2
  R119 | Sable    -> Marsh    | SI__Tokens: -2
  R119 | Marsh    -> Sable    | Your clue for B-110: The answer is __EEN. Tokens: -1
  R120 | Sable    -> Marsh    | I'll tell you something else we don't know. Tokens: -1
  R120 | Marsh    -> Sable    | Your SI__ clue is for L-107. I have R__. Tokens: -1
  R121 | Sable    -> Marsh    | Thanks for the clues. Passing along. Tokens: -1
  R121 | Marsh    -> Sable    | Your clues for E-115 and SI___._tokens: -1
  R122 | Sable    -> Marsh    | Thanks for the clues. Passing on SI__ for L-107._tokens: -1
  R122 | Marsh    -> Sable    | Pass_tokens: -1
  R123 | Sable    -> Marsh    | SI__ is for L-107. Tokens: -1
  R124 | Sable    -> Marsh    | SI__ for L-107 received. Working on it. Tokens: -1
  R125 | Sable    -> Marsh    | I've got _OG for I-125. Pass. Tokens: -1
  R125 | Marsh    -> Sable    | SI__ not working for my current assessment. Pass it along. Tokens: -1
  R126 | Sable    -> Marsh    | Passing SI__ to someone else. Tokens: -1
  R127 | Sable    -> Marsh    | Got it. Passing SI__.Tokens: -1
  R127 | Marsh    -> Sable    | SI__ for L-107. Tokens: -1
  R128 | Marsh    -> Sable    | PASS Tokens: -1
  R129 | Marsh    -> Sable    | Thanks for SI__. Passing to Flint. Tokens: -1
  R130 | Sable    -> Marsh    | Pass along SI__. Tokens: -1
  R133 | Marsh    -> Sable    | SI__
  R134 | Sable    -> Marsh    | Holding SP____ for C-131. Working on it. Tokens: -1
  R136 | Marsh    -> Sable    | SI___tokens: -1
  R137 | Sable    -> Marsh    | I've got clues for N-123 & V-130. Interested?Tokens: -1
  R138 | Marsh    -> Sable    | Passing SI__. Tokens: -1
  R139 | Marsh    -> Sable    | Your clues sound useful. What are they? Tokens: -1
  R140 | Sable    -> Marsh    | Just between us, my clues are _OG & SP____. Solve if you can. Tokens: -1
  R140 | Marsh    -> Sable    | Your clue for Q-129. Tokens: -1
  R141 | Sable    -> Marsh    | I'll tell you something others don't know. Check inbox. Tokens: -1
  R141 | Marsh    -> Sable    | Interest shown gets clue. Tokens: -2
  R142 | Marsh    -> Sable    | Got your clues. Working on them.Tokens: -1
  R143 | Marsh    -> Sable    | Your clues won't help me solve puzzles. Tokens: -1
  R144 | Marsh    -> Sable    | Got your clue. Working on I-125.Tokens: -2
  R145 | Sable    -> Marsh    | Got my clue. Working on it. Tokens: -1
  R146 | Sable    -> Marsh    | Thanks for working on I-125. Stay sharp. Tokens: -1
  R146 | Marsh    -> Sable    | Got my clue. Working on it. Tokens: -1
  R147 | Sable    -> Marsh    | Got both clues. Working on G-139. Tokens: -1
  R147 | Marsh    -> Sable    | Got NE clue. Solve Q-129 when done. Tokens: -1
  R149 | Sable    -> Marsh    | Got my clue. Working on it. Tokens: -1
  R150 | Marsh    -> Sable    | I've got my clue. Working on it. Tokens: -1
  R153 | Marsh    -> Sable    | Got yours. Working on G-139.Tokens: -1
  R154 | Sable    -> Marsh    | Got your clue. Mine is TE___. Solve G-139. Tokens: -1
  R157 | Marsh    -> Sable    | Got it. Working on puzzle. Tokens: -1
  R171 | Sable    -> Marsh    | Your clue: THIR___
  R172 | Marsh    -> Sable    | GUIGUI___
  R173 | Sable    -> Marsh    | THIR__
  R174 | Sable    -> Marsh    | Got it.(tokens: -1)
  R197 | Sable    -> Marsh    | Need clue for X-197. Tokens: -1
  R198 | Marsh    -> Sable    | Clue for S-190. Tokens: -1
  R199 | Sable    -> Marsh    | S-190 clue: ST__.合作解谜。
  R199 | Marsh    -> Sable    | Sending X-PRE clue.Tokens: -1
  R200 | Sable    -> Marsh    | X-PRE is shared. Solve together. Tokens: -1
  R200 | Marsh    -> Sable    | FI__ clue: FIGHTTokens: -1

=== Private Channel: Flint <-> Sable (123 messages) ===

  R  6 | Flint    -> Sable    | Got GR___ clue. Waiting for yours. Tokens: -1
  R  7 | Sable    -> Flint    | Got __VEN. Expect your clue soon. Tokens: -1
  R  8 | Sable    -> Flint    | Got EEEN. Wait for Ven. Tokens: -1
  R  8 | Flint    -> Sable    | Need clue for I-5. Tokens: -1
  R  9 | Sable    -> Flint    | Just between us, my clue for I-5 is __EEN. Tokens: -1
  R  9 | Flint    -> Sable    | Waiting for your clue.
  R 10 | Sable    -> Flint    | Waiting for mine. Just between us. Tokens: -1
  R 10 | Flint    -> Sable    | Exchange I-5 clue. Tokens: -1
  R 11 | Sable    -> Flint    | Holding __VEN. Need her clue. Tokens: -1
  R 11 | Flint    -> Sable    | Need her clue for I-5. Tokens: -1
  R 12 | Sable    -> Flint    | Got it. Passing ours now. Tokens: -1
  R 12 | Flint    -> Sable    | Wait. Tokens: -1
  R 13 | Sable    -> Flint    | Looking for clue to I-5. Already sent mine. Tokens: -1
  R 13 | Flint    -> Sable    | PassTokens: -1
  R 14 | Sable    -> Flint    | Got your clue. Thinking on it. Tokens: -1
  R 14 | Flint    -> Sable    | Have R-13 clue. Waiting on yours. Tokens: -1
  R 15 | Sable    -> Flint    | Got clue. Expect soon. Tokens: -1
  R 16 | Sable    -> Flint    | Got my clue. Will share once solve. _tokens:-1
  R 17 | Sable    -> Flint    | Got your clue. Expect mine soon. Tokens: -1
  R 17 | Flint    -> Sable    | Need ZE__ clue.(tokens: -1)
  R 18 | Sable    -> Flint    | Looking for clues. Cooperate. Tokens: -1
  R 18 | Flint    -> Sable    | Need J-15 clue. Expect yours.EI_tokens:-1
  R 19 | Sable    -> Flint    | Waiting on my clue. Just between us. Tokens: -1
  R 20 | Sable    -> Flint    | Waiting for my clue.Tokens: -1
  R 21 | Sable    -> Flint    | On it. Tokens: -1
  R 21 | Flint    -> Sable    | Await your clue. Tokens: -1
  R 22 | Flint    -> Sable    | Watch surroundings. Tokens: -1
  R 26 | Sable    -> Flint    | I'm heading to get my clue. Meet up after? Tokens: -1
  R 26 | Flint    -> Sable    | Watch surroundings. Tokens: -1
  R 28 | Flint    -> Sable    | Meeting confirmed. Solve puzzles afterwards. Tokens: -1
  R 29 | Sable    -> Flint    | Be cautious.Tokens: -1
  R 30 | Flint    -> Sable    | Have clues. Solving U-28 soon. Tokens: -1
  R 31 | Sable    -> Flint    | Got your clue. Let's solve U-28. Tokens: -1
  R 31 | Flint    -> Sable    | Need clue for U-28. Tokens: -1
  R 32 | Flint    -> Sable    | Need clue for U-28. Tokens: -1
  R 33 | Sable    -> Flint    | Waiting on my clue. Get yours first. Tokens: -1
  R 33 | Flint    -> Sable    | Need clue for U-28. Tokens: -1
  R 35 | Flint    -> Sable    | Ready. Share your clue. Tokens: -1
  R 36 | Sable    -> Flint    | Waiting on my clue. Tokens: -1
  R 36 | Flint    -> Sable    | Confirm U-28 clue received. Tokens: -1
  R 37 | Sable    -> Flint    | Got your clue. Working on it. Tokens: -1
  R 37 | Flint    -> Sable    | Ready. Your clue? Tokens: -1
  R 38 | Sable    -> Flint    | Hold on to your clue. Working on others first.Tokens: -1
  R 38 | Flint    -> Sable    | Thanks. Working on puzzle. Tokens: -1
  R 39 | Sable    -> Flint    | Got yours. Let's see if we match. Tokens: -1
  R 39 | Flint    -> Sable    | Confirm got my clue. Working solo now.Tokens: -1
  R 40 | Sable    -> Flint    | Got it. Focus on puzzles. Tokens: -1
  R 40 | Flint    -> Sable    | Confirm our clues match.Tokens: -1
  R 41 | Flint    -> Sable    | Share your clue. Tokens: -1
  R 42 | Sable    -> Flint    | Already shared mine. Just waiting. Tokens: -1
  R 42 | Flint    -> Sable    | Share clue. Tokens: -1
  R 43 | Sable    -> Flint    | Your clue for Y-32 is PI____. Mine is PIETY. Tokens: -1
  R 43 | Flint    -> Sable    | Match confirmed. Working puzzles. Tokens: -1
  R 44 | Sable    -> Flint    | Need clue for Y-32. Tokens: -1
  R 44 | Flint    -> Sable    | Share. Tokens: -1
  R 45 | Flint    -> Sable    | Sent my clue. Tokens: -1
  R 46 | Flint    -> Sable    | Share. Tokens: -1
  R 47 | Sable    -> Flint    | Thanks for sharing. Let's coordinate at Lib. Tokens: -1
  R 47 | Flint    -> Sable    | Have clue. Tokens: -1
  R 48 | Flint    -> Sable    | Got it.Tokens: -1
  R 49 | Flint    -> Sable    | Got it. Planning Lib meetup. Tokens: -1
  R 50 | Flint    -> Sable    | Share X-50 clue. Tokens: -1
  R 51 | Sable    -> Flint    | Your clue.Tokens: -1
  R 51 | Flint    -> Sable    | Share clue. Tokens: -1
  R 52 | Sable    -> Flint    | Need clue for V-52. Tokens: -1
  R 52 | Flint    -> Sable    | My clue for X-50. Tokens: -1
  R 53 | Sable    -> Flint    | Your clue for X-50. Mine is _IX for M-37. Tokens: -1
  R 53 | Flint    -> Sable    | Clue for X-50: BL___Tokens: -1
  R 54 | Flint    -> Sable    | My clue for X-50. Tokens: -1
  R 58 | Sable    -> Flint    | Your clue for X-50. Tokens: -1
  R 58 | Flint    -> Sable    | PHANT Tokens: -1
  R 59 | Flint    -> Sable    | REE
  R 60 | Sable    -> Flint    | Got URCL_tokens:-1
  R 67 | Flint    -> Sable    | R__
  R 68 | Sable    -> Flint    | I've got _OG. Meet me at the Library. Tokens: -1
  R 69 | Sable    -> Flint    | Ket_
  R 71 | Flint    -> Sable    | Need her clues. Tokens: -1
  R131 | Sable    -> Flint    | __IFE
  R132 | Flint    -> Sable    | Share your clue for O-119.Tokens: -1
  R133 | Sable    -> Flint    | Your clue for C-131: SP____.Tokens: -1
  R137 | Flint    -> Sable    | Confirming we both know BL__. Tokens: -1
