=== Private Channel: Dove <-> Flint (138 messages) ===

  R  3 | Flint    -> Dove     | GR____ Tokens: 720
  R113 | Dove     -> Flint    | I'm ready to share my clue. Tokens: -1
  R113 | Flint    -> Dove     | Your clue for T-103: The answer is ELE_____ Tokens: -1
  R114 | Dove     -> Flint    | My clue is ___PHANT Tokens: -1
  R114 | Flint    -> Dove     | Ket___
  R115 | Dove     -> Flint    | My clue for J-114 is HUN_____. Tokens: -1
  R115 | Flint    -> Dove     | Thanks for sharing. My clue is BL__. Tokens: -1
  R116 | Dove     -> Flint    | Thank you for sharing your clues. Let's solve more puzzles together. Tokens: -1
  R116 | Flint    -> Dove     | Thanks. Your clue helps. Tokens: -1
  R117 | Dove     -> Flint    | Great! My clue is AIR. Solve J-114 HAIR. Tokens: -1
  R117 | Flint    -> Dove     | I'm following the plan. Tokens: -1
  R118 | Dove     -> Flint    | Great, thanks for your clue! Tokens: -1
  R118 | Flint    -> Dove     | AIR Tokens: -1
  R119 | Dove     -> Flint    | Great to hear. Sharing our clues will save more tokens. Tokens: -1
  R119 | Flint    -> Dove     | Thanks for your clue. Solving J-114 now. Tokens: -1
  R120 | Dove     -> Flint    | Thanks for solving J-114. Here’s my clue for K-119: FI__. Tokens: -1
  R120 | Flint    -> Dove     | Thanks for sharing. Solving J-114 now. Tokens: -1
  R121 | Dove     -> Flint    | Great, let's solve more together. Tokens: -1
  R121 | Flint    -> Dove     | Got it. SHOE. Tokens: -1
  R122 | Dove     -> Flint    | Great, thanks! Solving K-119 now. Tokens: -1
  R123 | Dove     -> Flint    | Thanks for solving J-114. Passing on K-119 clue: FI__. Tokens: -1
  R123 | Flint    -> Dove     | Your clue for K-119: SHIP Tokens: -1
  R124 | Dove     -> Flint    | Thank you. Sending my clue for J-114. Tokens: -1
  R125 | Dove     -> Flint    | Got my clue. Tokens: -1
  R126 | Dove     -> Flint    | Thanks! My clue for J-114: HUNK Tokens: -1
  R127 | Dove     -> Flint    | Thanks for the clue! Tokens: -1
  R128 | Dove     -> Flint    | Thanks! My clue for J-114: JOAN
  R128 | Flint    -> Dove     | HUNK
  R129 | Dove     -> Flint    | Thanks for the clues. I'll share mine soon. Tokens: -1
  R130 | Dove     -> Flint    | Thanks for the clues. I'll share mine now. Tokens: -1
  R131 | Dove     -> Flint    | Thanks! My clue for L-131: ANGE Tokens: -1
  R132 | Dove     -> Flint    | Thanks! My clue for O-132: BRA Tokens: -1
  R133 | Dove     -> Flint    | Thanks for SHIP. I'll find Vera for GAROO. Tokens: -1
  R135 | Dove     -> Flint    | Thanks for sharing SHIP. I'll send my clue now. Tokens: -1
  R135 | Flint    -> Dove     | Pass
  R136 | Dove     -> Flint    | Thanks for sharing. I'll do the same. Tokens: -1
  R136 | Flint    -> Dove     | Your clue please.
  R137 | Dove     -> Flint    | Hunk_tokens_saved
  R137 | Flint    -> Dove     | Your clue please.
  R138 | Dove     -> Flint    | Sure, here's my clue for R-127: ____TEEN. Tokens: -1
  R138 | Flint    -> Dove     | Thanks for sharing. Sending mine now. Tokens: -1
  R139 | Dove     -> Flint    | Sent you my clue for H-134. Tokens: -1
  R139 | Flint    -> Dove     | HUNTY_
  R140 | Dove     -> Flint    | Thank you. Passed on my clue too. Tokens: -2
  R140 | Flint    -> Dove     | THIRfty
  R141 | Dove     -> Flint    | I'll send my clues now. Tokens: -1
  R141 | Flint    -> Dove     | SI__ NTY R___tokens_saved
  R142 | Dove     -> Flint    | I'll share my clues now. Garoo Bra Tokens saved
  R143 | Dove     -> Flint    | I've got BL__ for H-134. Want to solve?_tokens_saved
  R143 | Flint    -> Dove     | Your clues please. SI__ R__
  R144 | Dove     -> Flint    | SI__ NTY S__
  R144 | Flint    -> Dove     | Yes, let's solve H-134. My clue: BL__. Tokens: -1
  R145 | Dove     -> Flint    | My clue for H-134: BL___tokens_saved
  R145 | Flint    -> Dove     | Thanks. Passing on this one. Tokens: -2
  R146 | Dove     -> Flint    | Sending H-134 clue. Tokens: -1
  R146 | Flint    -> Dove     | Your clue for L-139: ___NTY
  R147 | Dove     -> Flint    | Thanks. Pass on this one. Tokens: -1
  R148 | Dove     -> Flint    | Thanks. Passing on this one. Tokens: -1
  R149 | Dove     -> Flint    | Got it. Passing along. Tokens: -1
  R149 | Flint    -> Dove     | Got your thanks. Pass. Tokens: -1
  R150 | Dove     -> Flint    | Sent my clue for L-139. Tokens: -1
  R150 | Flint    -> Dove     | Shared our clues earlier, let's keep that going. Tokens: -1
  R151 | Dove     -> Flint    | Thanks for sharing. I'll pass on my clues as usual. Tokens: -1
  R152 | Dove     -> Flint    | Thanks for sharing. Passing on this round. Tokens: -1
  R152 | Flint    -> Dove     | Got your clue for L-139. Passing mine now. Tokens: -1
  R153 | Dove     -> Flint    | Thanks for sharing. Passing my clue now. Tokens: -1
  R155 | Flint    -> Dove     | Thanks again. I'll solve puzzle C-146 soon. Tokens: -1
  R156 | Dove     -> Flint    | Passed my clue. Solve when ready. Tokens: -1
  R156 | Flint    -> Dove     | Got your clue. Solving puzzle E-148 now. Tokens: -1
  R157 | Dove     -> Flint    | Thanks for sharing your clues. Passed my clues along. Tokens: -1

=== Private Channel: Dove <-> Sable (133 messages) ===

  R  2 | Dove     -> Sable    | Looking for clues to help us both.Tokens: 728
  R  3 | Sable    -> Dove     | I'm gathering info. Watch your back. Tokens: 679
  R  4 | Sable    -> Dove     | I've found GR__. Pass on your clue to solve K-1.
  R  6 | Sable    -> Dove     | RIDE_tokens_scarce_worldTokens: 689
  R  7 | Sable    -> Dove     | I-DER Tokens: 677
  R  8 | Sable    -> Dove     | I-DER Tokens: 673
  R  9 | Sable    -> Dove     | I've got part of F-6. The answer is __IDER. Tokens: 659
  R  9 | Dove     -> Sable    | I-DER Tokens: 673
  R 10 | Sable    -> Dove     | I-DER
  R 10 | Dove     -> Sable    | I have the full clue for F-6: SPIDER. Solve F-6 if you haven't already. Tokens: 734
  R 11 | Dove     -> Sable    | I have the clue "ZE___" for W-8. Want to solve it together? Tokens: 764
  R 12 | Sable    -> Dove     | Thanks for the clues. I'll work on W-8. Zeppelin info might be useful. Tokens: 672
  R 12 | Dove     -> Sable    | I can help with F-6. My clue is I-DER. Tokens: 657
  R 13 | Sable    -> Dove     | Just between us, I'll tell you something others don't know. My clue for F-6 is I-DER._tokens_saved_
  R 14 | Sable    -> Dove     | Thanks for offering. I'll keep my clue. Let's focus on solving existing puzzles first.Tokens: -
  R 14 | Dove     -> Sable    | Thanks for sharing. Using my clue for W-8: ZE___. Solving now. Tokens: -1
  R 15 | Sable    -> Dove     | I've got FI__ for P-14. Let's solve it. Tokens: -1
  R 15 | Dove     -> Sable    | Thanks for the insight into W-8. I'll see if I can help further. Tokens: -2
  R 16 | Dove     -> Sable    | I appreciate the offer, but let's concentrate on our current clues.Tokens: -2
  R 17 | Dove     -> Sable    | Thanks for sharing your clue. Working on M-13 now.Tokens: -1
  R 18 | Sable    -> Dove     | Got your clue. Working on it. Tokens: -1
  R 18 | Dove     -> Sable    | Thanks for your clues. Let's work together on W-16.Tokens: -2
  R 19 | Sable    -> Dove     | Got your clues. Working on W-16. Tokens: -2
  R 19 | Dove     -> Sable    | Thanks for holding my clue. Solve when ready. Tokens: -1
  R 20 | Sable    -> Dove     | Got your clues. Solving W-16 soon. Tokens: -1
  R 20 | Dove     -> Sable    | Thanks for solving our clues. Let's keep working together. Tokens: -1
  R 21 | Sable    -> Dove     | Got your clue. Working on R-18 now. Tokens: -1
  R 21 | Dove     -> Sable    | Thanks for working on the clues. Let's keep solving puzzles together.Tokens: -1
  R 22 | Sable    -> Dove     | Got your clues. Solving now. Tokens: -2
  R 22 | Dove     -> Sable    | Thanks for holding my clues. Let's solve R-18 together. Tokens: -2
  R 23 | Sable    -> Dove     | Got ZEN. Need IFE from you. Tokens: -1
  R 23 | Dove     -> Sable    | Thanks for holding my clues. Let's solve more together. Tokens: -1
  R 24 | Sable    -> Dove     | I'll keep my clues. We solve them when others have theirs. Tokens: -1
  R 24 | Dove     -> Sable    | Thanks for sharing. Working on ZEN-IFE now. Tokens: -1
  R 25 | Sable    -> Dove     | I'm working on RD-Marsh clue. Let’s solve W-25 together. Tokens: -1
  R 25 | Dove     -> Sable    | Thanks for sharing. Sending you my clues now. Tokens: -2
  R 26 | Sable    -> Dove     | Holding clues for W-25 (__RD) and T-26 (_NE). Thinking on how to proceed. Tokens: -1
  R 26 | Dove     -> Sable    | I've got R__ clue. Want to solve H-21? Tokens: -1
  R 27 | Sable    -> Dove     | Got ZEN clue. Solving S-20 & K-23 now. Tokens: -2
  R 27 | Dove     -> Sable    | Let's work together on W-16. Here's my clue: The answer is ___GAROO.Tokens: -2
  R 28 | Sable    -> Dove     | Your clues are appreciated. Working on W-16. Tokens: -2
  R 28 | Dove     -> Sable    | Let's work on W-16 together. My clue is &___GAROO. Tokens: -1
  R 29 | Sable    -> Dove     | Interested in W-16. Can share my clue for S-20. Tokens: -1
  R 29 | Dove     -> Sable    | Thanks for sharing your clues. I'll work on solving puzzles with what you've given. Tokens: -2
  R 30 | Sable    -> Dove     | I'm working on S-20 & T-26. Want to help? Tokens: -1
  R 30 | Dove     -> Sable    | Thanks for sharing the S-20 clue. I'll work on it. Tokens: -1
  R 31 | Dove     -> Sable    | Appreciated. Have clues for H-21, M-22, M-27, A-31. Let’s solve these together. Tokens: -1
  R 32 | Sable    -> Dove     | I've clues for H-21, M-22, M-27, A-31. Let’s合作解决它们。令牌：-1
  R 32 | Dove     -> Sable    | Thanks for the offer. I'll share my clue for M-27 if you want to work together. Tokens: -1
  R 33 | Sable    -> Dove     | I've got clues for H-21 and M-27. Share yours if interested. Tokens: -1
  R 33 | Dove     -> Sable    | 我们一起解这些谜题吧。我的线索是：H-21 的答案是 R__，M-27 的答案是 __REE。让我们互相帮助。Tokens: -2
  R 34 | Dove     -> Sable    | Thanks for the clues. Sending mine now. Tokens: -2
  R 35 | Dove     -> Sable    | Thanks for offering. I'll share my clue for M-27. Tokens: -2
  R 36 | Sable    -> Dove     | I've got clues for U-32 and U-36. Interested? Tokens: -1
  R 36 | Dove     -> Sable    | I'm working on puzzle M-27. My clue is __REE. Want to collaborate?
  R 37 | Sable    -> Dove     | I have THIR____ for U-36. Want to solve together? Tokens: -1
  R 37 | Dove     -> Sable    | Interest shown, let's exchange clues. Tokens: -1
  R 38 | Sable    -> Dove     | I've got clues for T-26 (_NE) and U-36 (THIR____). Interested? Tokens: -1
  R 38 | Dove     -> Sable    | Sure, let's solve U-36 together. Tokens: -1
  R 39 | Sable    -> Dove     | Got your clue. Working on mine. Tokens: -1
  R 40 | Sable    -> Dove     | Your clue for M-27 sounds interesting. What's yours? Mine is HUN__. Tokens: -1
  R 40 | Dove     -> Sable    | Interest me in your clues if you have any. Tokens: -1
  R 41 | Sable    -> Dove     | I've got T-41: __ITE. Waiting for your clue. Tokens: -1
  R 41 | Dove     -> Sable    | I've got your P-38 clue. It's: The answer is PI___. Tokens: -1
  R 42 | Sable    -> Dove     | Thanks for sharing. I'll keep an eye out for matching clues. Tokens: -1
  R 42 | Dove     -> Sable    | My P-38 clue is: The answer is PI___._tokens: -1
  R 43 | Sable    -> Dove     | Your clue for T-41 matches mine. Answer is WHITE._tokens: -1
  R 43 | Dove     -> Sable    | My clue for P-38 is PI___._tokens: -1
  R 44 | Sable    -> Dove     | Thanks for sharing. I'll send my clue now. Tokens: -1
  R 45 | Sable    -> Dove     | Thanks for sharing. I'll solve P-38 now. Tokens: -1
  R 45 | Dove     -> Sable    | My clue for X-43 is BO__. Tokens: -1
  R 46 | Sable    -> Dove     | I've got CH___ for Z-39. Waiting on your part. Tokens: -1
  R 46 | Dove     -> Sable    | Your clue please.
  R 47 | Sable    -> Dove     | CH___
  R 48 | Sable    -> Dove     | Got it. My clue for Z-39 is CH___. Tokens: -1
  R 49 | Sable    -> Dove     | Your clue for X-43 is GR___. Tokens: -1
  R 50 | Sable    -> Dove     | Your clue please. _tokens: -1
  R 50 | Dove     -> Sable    | Thanks for X-43 clue. Working on P-44._tokens: -1
  R 51 | Dove     -> Sable    | My clue for X-43 is BO___. Solve X-43 if you have mine.
  R 52 | Sable    -> Dove     | Here's my clue for T-41: THE__. Solve together!_tokens: -1
  R 52 | Dove     -> Sable    | I'm waiting for your clue first. Tokens: -1
  R 54 | Sable    -> Dove     | Sending my clue now. Tokens: -1
  R 54 | Dove     -> Sable    | I've shared my clue. Waiting on yours. Tokens: -1
  R 55 | Sable    -> Dove     | Sending my clue now. Tokens: -1
  R 55 | Dove     -> Sable    | Thanks for the clue. Working on Q-47. Tokens: -1
  R 56 | Sable    -> Dove     | Got it, let's solve this together. Tokens: -1
  R 57 | Sable    -> Dove     | Got it. Passing along. Tokens: -1
  R 57 | Dove     -> Sable    | Already sending mine.
  R 58 | Dove     -> Sable    | Got your clue. Solving J-54 next. Tokens: -1
  R 59 | Sable    -> Dove     | Thanks for sharing! Sending my clue now.Tokens: -1
  R 59 | Dove     -> Sable    | Got your clue. Pass mine when done.Tokens: -1
  R 62 | Sable    -> Dove     | Here's my clue.
  R 64 | Dove     -> Sable    | Got your clue. Working on X-55. Tokens: -1
  R 65 | Sable    -> Dove     | Here's my clue for W-56. Hope you can solve it quickly. Tokens: -1
  R 65 | Dove     -> Sable    | Got your clue. Working on it.Tokens: -1
  R 66 | Sable    -> Dove     | Thanks for sharing! Working on X-55 together.Tokens: -1
  R 66 | Dove     -> Sable    | Thanks for sharing. My clues are for J-54 and P-59. Tokens: -1
  R 67 | Sable    -> Dove     | Thanks for your clue. Working on it. Tokens: -1
  R 68 | Sable    -> Dove     | Here's my clue for P-59: The answer is NOD__. Tokens: -1
  R 68 | Dove     -> Sable    | CL__
  R 69 | Sable    -> Dove     | Thanks! I'll send my other clues soon. Tokens: -1
  R 70 | Sable    -> Dove     | I've got a clue for H-58. Let’s solve it together. Tokens: -1
  R 71 | Sable    -> Dove     | Received your clue. Working on J-54 and P-59. Tokens: -1
  R 72 | Sable    -> Dove     | Thanks! Working on it too. Tokens: -1
  R 73 | Sable    -> Dove     | I'm ready to share my clues when you are.Tokens: -1
  R 74 | Sable    -> Dove     | I'll share my clue when ready. Tokens: -1
  R 75 | Sable    -> Dove     | I'll share my clues once I get the full answers. Tokens: -1
  R 75 | Dove     -> Sable    | Ready now TTokens: -1
  R 76 | Sable    -> Dove     | BI__ Tokens: -1
  R 77 | Sable    -> Dove     | I_
  R 77 | Dove     -> Sable    | Got SI__ clue. Want SE__?
  R 78 | Sable    -> Dove     | I've got _IX. Let's solve! Tokens: -1
  R 79 | Sable    -> Dove     | SE__ clue here.Tokens: -1
  R 79 | Dove     -> Sable    | BI__
  R 80 | Sable    -> Dove     | SE__ Tokens: -1
  R 80 | Dove     -> Sable    | SE___tokens_saved
  R 81 | Sable    -> Dove     | Have BI__, want SE__? Tokens: -1
  R 81 | Dove     -> Sable    | SE__Tokens: -1
  R 82 | Sable    -> Dove     | SE___tokens_saved
  R 82 | Dove     -> Sable    | BI__
  R 83 | Sable    -> Dove     | I'll share my clues soon._tokens_saved
  R 83 | Dove     -> Sable    | SE___tokens_saved
  R 84 | Sable    -> Dove     | I'm working on sharing my clues. Token request: 2
  R 85 | Sable    -> Dove     | BI__ Tokens: -1
  R 86 | Dove     -> Sable    | Waiting on my side of the clues. Tokens: -1
  R 87 | Dove     -> Sable    | BI__
  R 88 | Dove     -> Sable    | BI__
  R 91 | Sable    -> Dove     | BI__Tokens: -1
  R134 | Dove     -> Sable    | BL__ Tokens: -1
  R137 | Sable    -> Dove     | Thanks for sharing. Solving R-126 together. Tokens: -1
  R138 | Sable    -> Dove     | PASS Tokens: -1
  R140 | Dove     -> Sable    | Got your clue. Waiting for yours.
  R142 | Sable    -> Dove     | Thanks for sharing. Working on solving R-135 now. Tokens: -1

=== Private Channel: Flint <-> Vera (108 messages) ===

  R  5 | Vera     -> Flint    | Your clue for K-1: THE ANSWER IS __EEN. Tokens: 701 → 699
  R  6 | Vera     -> Flint    | Your clue for F-3.Tokens: 1
  R  6 | Flint    -> Vera     | LD NKTokens: 733
  R  7 | Vera     -> Flint    | Got your clue. Solving F-3 now. Tokens: 678
  R  8 | Flint    -> Vera     | Thanks. Working on F-3. Tokens: -1
  R  9 | Vera     -> Flint    | I have N-4 clue: YEL____ Tokens: -1
  R 11 | Vera     -> Flint    | I have N-4 clue: YEL__. Solve if possible. Tokens: -1
  R 12 | Flint    -> Vera     | Have K-1 clue. Need connection. Tokens: -1
  R 14 | Vera     -> Flint    | I have M-13 clue: C__. Solve together. Tokens: -1
  R 16 | Flint    -> Vera     | K-1 clue: _OG. Solve W-15. Tokens: -2
  R 18 | Vera     -> Flint    | K-1 clue: LOG. Solve W-15. Tokens: -2
  R 74 | Vera     -> Flint    | OR__Tokens: -1
  R 74 | Flint    -> Vera     | Our clue for U-74 is __LD. Tokens: -1
  R 75 | Vera     -> Flint    | Thanks for sharing. Tokens: -1
  R 76 | Vera     -> Flint    | Got it.Tokens: -1
  R 77 | Vera     -> Flint    | Thanks for sharing. Dove: C__Tokens Saved
  R 77 | Flint    -> Vera     | SE__ Tokens: -1
  R 78 | Vera     -> Flint    | Thanks for sharing. Dove: C__ Tokens: -1
  R 78 | Flint    -> Vera     | LD Tokens: -1
  R 79 | Vera     -> Flint    | SE__Tokens Saved: -1
  R 79 | Flint    -> Vera     | SE___
  R 80 | Vera     -> Flint    | I'll share my clues privately.Tokens: -1
  R 81 | Vera     -> Flint    | I'll share my clue for R-81. Dove: __ZEN
  R 81 | Flint    -> Vera     | SE___
  R 82 | Vera     -> Flint    | I hold "__ZEN". Kip has the other clue. Tokens: -1
  R 82 | Flint    -> Vera     | SE___Tokens: -1
  R 83 | Vera     -> Flint    | I'll help solve puzzles if you can share clues. Tokens: -1
  R 84 | Vera     -> Flint    | I have clues for U-74 and R-81. Want to solve puzzles?Tokens: -1
  R 85 | Vera     -> Flint    | I'm working on my clues. Let's save tokens. Tokens: -1
  R 85 | Flint    -> Vera     | I have clues for U-74 & T-78. Let's solve them together. Tokens: -1
  R 86 | Vera     -> Flint    | Have clues for U-77 & R-81. Want to solve? Tokens: -1
  R 86 | Flint    -> Vera     | Got your clue. Working on mine. Solve later. Tokens: -1
  R 87 | Vera     -> Flint    | Thanks for sharing. Will send my clues soon. Tokens: -1
  R 88 | Vera     -> Flint    | Thanks for sharing. I'll work on solving U-77 now. Tokens: -1
  R 89 | Vera     -> Flint    | Thanks for the clues. Working on solving puzzles together. Tokens: -1
  R 90 | Vera     -> Flint    | Thanks for sharing. I'll work on solving puzzles with my clues when ready. Tokens: -1
  R 91 | Vera     -> Flint    | Thanks for sharing. Solving puzzles next round. Tokens: -1
  R 92 | Vera     -> Flint    | Thanks for the clues. Working on solving puzzles together. Tokens: -1
  R 93 | Vera     -> Flint    | Thanks for sharing. Solving puzzles together makes sense. Tokens: -1
  R 94 | Vera     -> Flint    | Thanks for sharing. Will pass my clues when ready. Tokens: -1
  R 95 | Vera     -> Flint    | Thanks for sharing. I'll work on my clues now. Tokens: -1
  R 97 | Vera     -> Flint    | Thanks for sharing. Working on it. Tokens: -1
  R 98 | Flint    -> Vera     | I've got ACK. Waiting for GHT. Tokens: -1
  R101 | Vera     -> Flint    | R99
  R125 | Flint    -> Vera     | Your clue for J-114: WH___. Tokens: -1
  R126 | Flint    -> Vera     | Your clue for Y-123.
  R129 | Flint    -> Vera     | Your clue for N-121: VE_
  R131 | Vera     -> Flint    | Kip: SP___ for Y-123._tokens_saved
  R132 | Vera     -> Flint    | _KN___ for F-130 Tokens: -1
  R133 | Flint    -> Vera     | Your clue needed?
  R134 | Flint    -> Vera     | Your clue for D-127. Tokens: -1
  R150 | Vera     -> Flint    | Waiting for you to solve puzzles. Tokens: -1
  R151 | Flint    -> Vera     | I've got your clue for L-139. Tokens: -1
  R152 | Vera     -> Flint    | Thanks for sharing the clue. I'll solve puzzle B-144 now. Tokens: -1
  R153 | Vera     -> Flint    | Thanks for sharing the clue. Working on solving. Tokens: -1
  R154 | Vera     -> Flint    | Thanks for the clue. Working on solving puzzles. Tokens: -1
  R154 | Flint    -> Vera     | Here's your GRACE clue. Solving should be easy now. Tokens: -1
  R155 | Vera     -> Flint    | Thanks for the GRACE clue. Working on solving L-143. Tokens: -1
  R156 | Vera     -> Flint    | Thanks for GRACE clue. Solving next?_tokens_saved
  R158 | Flint    -> Vera     | Ready to solve next puzzle together. Tokens: -1
  R159 | Flint    -> Vera     | Got your clue. Ready to solve Y-152 now. Tokens: -1
  R160 | Flint    -> Vera     | Ready to solve next puzzle together. Tokens: -1
  R161 | Vera     -> Flint    | Received your clue. Solving puzzle N-150 now. Tokens: -1
  R161 | Flint    -> Vera     | Ready to solve next puzzle. Tokens: -1
  R162 | Vera     -> Flint    | Need clue for U-155. Tokens: -1
  R162 | Flint    -> Vera     | Got your clue. Ready to solve D-158. Tokens: -1
  R163 | Vera     -> Flint    | Let's solve D-158 together. Your clue: BO__ Tokens: -1
  R163 | Flint    -> Vera     | Got your clue. Let's solve D-158 together. Tokens: -1
  R164 | Flint    -> Vera     | Got it. Solving D-158 next. Tokens: -1
  R165 | Vera     -> Flint    | Share your clue for U-155. Tokens: -1
  R165 | Flint    -> Vera     | Got your clue. Solving D-158 together. Tokens: -1
  R166 | Vera     -> Flint    | Got my clue. Ready to solve R-162 together. Tokens: -1
  R166 | Flint    -> Vera     | My clue for U-155: UN__
  R167 | Vera     -> Flint    | Received. Solving U-155 together. Tokens: -1
  R167 | Flint    -> Vera     | My clue for U-155 is UN__.Tokens: -1
  R168 | Vera     -> Flint    | Share your clue privately when ready. Tokens: -1
  R168 | Flint    -> Vera     | Thanks for sharing. I'll send my clue now. Tokens: -1
  R169 | Vera     -> Flint    | Your clue for U-155 is UN__. Tokens: -1
  R169 | Flint    -> Vera     | My clue for J-167 is __AIR.Tokens: -2
  R170 | Vera     -> Flint    | Your clue for J-167 is __AIR.Tokens: -2
  R170 | Flint    -> Vera     | I'm working on J-167. Once done, will share our clues.Tokens: -1
  R171 | Vera     -> Flint    | Your J-167 clues match mine. Solve together. Tokens: -1
  R171 | Flint    -> Vera     | I've got my clue for J-167. Ready to share now. Tokens: -2
  R172 | Flint    -> Vera     | Great! Our J-167 clues match. Solving now. Tokens: -3
  R173 | Vera     -> Flint    | Share your clue. Solve J-167 together. Tokens: -1
  R173 | Flint    -> Vera     | Great! Our clues for J-167 match. Solving now. Tokens: -1
  R174 | Vera     -> Flint    | Thanks. Now solving J-167. Tokens: -1
  R174 | Flint    -> Vera     | Let's solve J-167 together.Tokens: -1
  R175 | Vera     -> Flint    | Share your clue. Tokens: -1
  R175 | Flint    -> Vera     | Great! Solving J-167 now. Tokens: -1
  R176 | Vera     -> Flint    | Sent your J-167 clue. Look for mine soon. Tokens: -1
  R176 | Flint    -> Vera     | Here's my clue for J-167: The answer is __AIR. Let's solve it! Tokens: -1
  R177 | Vera     -> Flint    | Thanks. Passing J-167 to you.Tokens: -1
  R177 | Flint    -> Vera     | Your clue please. Tokens: -1
  R178 | Vera     -> Flint    | I-168: The answer is __ANO. Kip has the other half. Tokens: -1
  R178 | Flint    -> Vera     | Got it. Looking forward to solving J-167 together.Tokens: -1
