=== Private Channel: Sable <-> Vera (175 messages) ===

  R  1 | Sable    -> Vera     | Just between us, look closer at old maps.Marsh
  R 28 | Vera     -> Sable    | Confirming H___ now.
  R 29 | Vera     -> Sable    | H___
  R 30 | Sable    -> Vera     | KET__
  R 38 | Vera     -> Sable    | GUI___
  R 40 | Sable    -> Vera     | TH_
  R 41 | Vera     -> Sable    | T___
  R 42 | Sable    -> Vera     | T_
  R 43 | Sable    -> Vera     | TH___
  R 47 | Sable    -> Vera     | TH___
  R 63 | Vera     -> Sable    | SE___
  R 64 | Sable    -> Vera     | ANGE
  R 65 | Sable    -> Vera     | SE__
  R 65 | Vera     -> Sable    | SE___
  R 66 | Sable    -> Vera     | Just between us. I've got part of B-49.
  R 66 | Vera     -> Sable    | SE_ON
  R 67 | Sable    -> Vera     | EARTHTONESFORB-49
  R 67 | Vera     -> Sable    | SE_puter
  R 68 | Sable    -> Vera     | AIR_DRED
  R 70 | Sable    -> Vera     | YOUR CLue FOR S-63 IS __AIR
  R 71 | Sable    -> Vera     | AIR
  R 72 | Vera     -> Sable    | AIR
  R 73 | Vera     -> Sable    | PASS
  R 77 | Sable    -> Vera     | Got it. ACK垂直 action required at all active puzzles. Solve E-67 now.
  R 78 | Vera     -> Sable    | PUTTER
  R 79 | Sable    -> Vera     | ACK_
  R 80 | Vera     -> Sable    | BO__ = BOTH
  R 81 | Sable    -> Vera     | PUTTER
  R 81 | Vera     -> Sable    | FI__ = FINE
  R 90 | Sable    -> Vera     | YOUR CLUE IS ZEN_
  R 92 | Sable    -> Vera     | YOUR NEXT IS LOW
  R 93 | Sable    -> Vera     | YEL___
  R 93 | Vera     -> Sable    | REIVE
  R 94 | Sable    -> Vera     | GO__
  R 94 | Vera     -> Sable    | YELLOVE
  R 95 | Sable    -> Vera     | __AIR
  R 95 | Vera     -> Sable    | CH___
  R 96 | Sable    -> Vera     | YELLOVE
  R 96 | Vera     -> Sable    | NKTE
  R 97 | Sable    -> Vera     | YELLO
  R 97 | Vera     -> Sable    | NKURET
  R 98 | Sable    -> Vera     | NKURET
  R 98 | Vera     -> Sable    | NK
  R 99 | Vera     -> Sable    | NKURTE
  R100 | Sable    -> Vera     | SI NKURT
  R100 | Vera     -> Sable    | NKURET
  R101 | Sable    -> Vera     | GHT
  R101 | Vera     -> Sable    | KANURTE
  R102 | Sable    -> Vera     | KANPUTER
  R102 | Vera     -> Sable    | NK
  R103 | Sable    -> Vera     | SIKE
  R103 | Vera     -> Sable    | NK
  R104 | Sable    -> Vera     | KETITE
  R104 | Vera     -> Sable    | URTE_OKC
  R105 | Sable    -> Vera     | ZETA_KIT
  R106 | Sable    -> Vera     | SI__ OKC
  R106 | Vera     -> Sable    | NE_
  R107 | Sable    -> Vera     | KETITE
  R107 | Vera     -> Sable    | NK
  R108 | Sable    -> Vera     | KETITE
  R109 | Sable    -> Vera     | KETITE
  R109 | Vera     -> Sable    | URTE
  R110 | Sable    -> Vera     | KETITE
  R111 | Sable    -> Vera     | CL__
  R112 | Sable    -> Vera     | ZEALOUS
  R113 | Sable    -> Vera     | ZE__
  R113 | Vera     -> Sable    | __OCK
  R114 | Sable    -> Vera     | ZEAL
  R114 | Vera     -> Sable    | BRA
  R115 | Sable    -> Vera     | ZEN
  R115 | Vera     -> Sable    | NK Bra Ack Do Zeal
  R116 | Sable    -> Vera     | ZEAL
  R117 | Sable    -> Vera     | LI_
  R117 | Vera     -> Sable    | Got both clues now. Solving Z-109. Expect tokens shortly.
  R118 | Sable    -> Vera     | Have L_IX clue. Exchange?
  R118 | Vera     -> Sable    | Need Z-109 & L-110 clues.
  R119 | Sable    -> Vera     | Both puzzles nearly done. Stay close.
  R119 | Vera     -> Sable    | Need L_IX clue for Q-111. Offer yours.
  R120 | Sable    -> Vera     | I've got Z-109. Waiting on L-110.
  R121 | Sable    -> Vera     | Sent GUI___ for Q-111. Await LI__ clue.
  R121 | Vera     -> Sable    | Your clue useful. What's next?
  R122 | Sable    -> Vera     | Waiting on clues. Watch for marsh.
  R123 | Sable    -> Vera     | LI__
  R124 | Sable    -> Vera     | Waiting on Z-109 & L-110.LI__ solve soon. PHANT clue ready.
  R124 | Vera     -> Sable    | ONNI
  R125 | Sable    -> Vera     | Got it. Sending LI__ now. Solve together?
  R126 | Sable    -> Vera     | LI__.
  R127 | Sable    -> Vera     | LI__
  R128 | Sable    -> Vera     | LI__. Think Q-116.
  R129 | Sable    -> Vera     | Got TH__. Ready when you are.
  R129 | Vera     -> Sable    | BI__
  R130 | Sable    -> Vera     | Next step? Need both clues for puzzles.
  R131 | Sable    -> Vera     | Need your help on K-131. D_ ?_tokens
  R132 | Sable    -> Vera     | Got Clues. Working on O-121 & C-123. Stay tuned.
  R132 | Vera     -> Sable    | BI__. Confirm when ready.
  R133 | Sable    -> Vera     | Confirming J-132: FI__
  R133 | Vera     -> Sable    | Need clues for O-121 & C-123. Cost?
  R134 | Sable    -> Vera     | FI__
  R136 | Sable    -> Vera     | FI__确认时告知。
  R136 | Vera     -> Sable    | CH___
  R137 | Sable    -> Vera     | FI__
  R137 | Vera     -> Sable    | LI__
  R138 | Sable    -> Vera     | FI__
  R138 | Vera     -> Sable    | FI__
  R139 | Vera     -> Sable    | Confirm CH___ clue.
  R140 | Sable    -> Vera     | CH___
  R140 | Vera     -> Sable    | FI__
  R141 | Sable    -> Vera     | FI__
  R142 | Sable    -> Vera     | FI__
  R142 | Vera     -> Sable    | WH_
  R143 | Sable    -> Vera     | Need D__ clue for K-131. Just between us.
  R144 | Sable    -> Vera     | Confirm SE___ clue.
  R144 | Vera     -> Sable    | DK_
  R145 | Sable    -> Vera     | Need clues for Q-134, X-138, O-141.
  R145 | Vera     -> Sable    | COM_
  R146 | Sable    -> Vera     | SE___
  R146 | Vera     -> Sable    | FI__
  R147 | Sable    -> Vera     | FI__
  R147 | Vera     -> Sable    | SE___
  R148 | Sable    -> Vera     | PUTTER
  R148 | Vera     -> Sable    | SE___
  R149 | Sable    -> Vera     | SE___
  R149 | Vera     -> Sable    | FI__
  R150 | Vera     -> Sable    | SE__ for L-140. Solve together?
  R151 | Vera     -> Sable    | Need your clue for O-143.
  R152 | Vera     -> Sable    | Confirm SE__?
  R153 | Sable    -> Vera     | LD
  R157 | Sable    -> Vera     | Got it. BL__
  R158 | Sable    -> Vera     | Got it. O-143: LOW
  R158 | Vera     -> Sable    | BL__
  R159 | Sable    -> Vera     | BL__ O-143
  R160 | Sable    -> Vera     | SEER - Check if it fits.
  R160 | Vera     -> Sable    | KN__
  R161 | Sable    -> Vera     | LOW
  R161 | Vera     -> Sable    | BiNE - G-146
  R162 | Sable    -> Vera     | Bi_
  R162 | Vera     -> Sable    | BiNE checks out. Solve G-146?
  R164 | Sable    -> Vera     | SPREE for I-157. Token check: 34/35.
  R166 | Sable    -> Vera     | Got your clues. Working on K-153. Tokens: 15.
  R167 | Sable    -> Vera     | Got SP_____ for I-157. Pass on Marsh's clue? Tokens: 6
  R167 | Vera     -> Sable    | Need K-153 clue.__IFE.Tokens: 198.

=== Private Channel: Marsh <-> Vera (173 messages) ===

  R  2 | Marsh    -> Vera     | Need her clues for G-1 & U-2. Working on it.
  R 13 | Vera     -> Marsh    | Need puzzle clues. Checking with Sable.
  R 14 | Marsh    -> Vera     | I'm working on solving H-6 & O-7. No extra clues yet.
  R 15 | Marsh    -> Vera     | Share your clue for O-7. My clue is PUR___. Solve if you get yours.
  R 16 | Vera     -> Marsh    | O-7: MY CLUE IS PUR___. Solve when we both have ours.
  R 16 | Marsh    -> Vera     | Got H-6 clue. Solve if you want.
  R 17 | Marsh    -> Vera     | My clue for O-7 is TWE___. Solve when we both have ours.
  R 19 | Marsh    -> Vera     | O-7 Clue: TWE___
  R 22 | Vera     -> Marsh    | O-7 Clue: TWE___. Waiting for your clue.
  R 22 | Marsh    -> Vera     | P-15 clue: WHIS. Solve?
  R 23 | Vera     -> Marsh    | T-11 clue: THEV. Solving T-11 & P-15.
  R 23 | Marsh    -> Vera     | O__
  R 24 | Vera     -> Marsh    | FI__
  R 25 | Vera     -> Marsh    | Passing. Waiting for others.
  R 26 | Vera     -> Marsh    | Solving P-15. Answer:WHISK.
  R 26 | Marsh    -> Vera     | O__
  R 27 | Vera     -> Marsh    | Checking O__ clue.
  R 28 | Vera     -> Marsh    | Verify with Sable, then solve.
  R 28 | Marsh    -> Vera     | O__ clue for M-23.
  R 29 | Marsh    -> Vera     | O__ clue confirmed. Solving I-29.
  R 33 | Marsh    -> Vera     | O__ clue confirmed. Solving M-23.
  R 34 | Vera     -> Marsh    | BR___
  R 35 | Vera     -> Marsh    | Your clue is __ON. I'll solve M-26 soon.
  R 35 | Marsh    -> Vera     | O__ clue confirmed. Solving M-23.
  R 40 | Marsh    -> Vera     | Your clue
  R 41 | Marsh    -> Vera     | __ANO
  R 42 | Vera     -> Marsh    | __ANO
  R 46 | Marsh    -> Vera     | SE___
  R 57 | Marsh    -> Vera     | PHANT
  R 68 | Marsh    -> Vera     | FIEND
  R 72 | Marsh    -> Vera     | FI__
  R 76 | Vera     -> Marsh    | FI__
  R 77 | Marsh    -> Vera     | FI__
  R 78 | Marsh    -> Vera     | __GHT
  R 79 | Vera     -> Marsh    | BO__
  R 80 | Vera     -> Marsh    | SE__ = SEVER
  R 80 | Marsh    -> Vera     | KET___
  R 81 | Vera     -> Marsh    | BO__ = BOOT
  R 81 | Marsh    -> Vera     | BO__ = BOOM
  R 87 | Vera     -> Marsh    | FIE
  R 88 | Vera     -> Marsh    | R__=R, check inbox.
  R 89 | Marsh    -> Vera     | T__ = T
  R 90 | Marsh    -> Vera     | FIre
  R 92 | Marsh    -> Vera     | MY CLUE IS R__ UR
  R 95 | Marsh    -> Vera     | MARSH
  R 96 | Marsh    -> Vera     | TEKI
  R 97 | Marsh    -> Vera     | OK__
  R 98 | Vera     -> Marsh    | YRKnte
  R 99 | Marsh    -> Vera     | OK
  R100 | Vera     -> Marsh    | OK__ URTE
  R100 | Marsh    -> Vera     | OK
  R101 | Marsh    -> Vera     | DVEN
  R102 | Marsh    -> Vera     | OK__ URTE
  R103 | Vera     -> Marsh    | UTTER
  R103 | Marsh    -> Vera     | OKURTE
  R104 | Vera     -> Marsh    | KANOKCKETITE
  R104 | Marsh    -> Vera     | _NE
  R105 | Vera     -> Marsh    | NK
  R105 | Marsh    -> Vera     | ANOK
  R106 | Vera     -> Marsh    | NK_
  R106 | Marsh    -> Vera     | ZETA_
  R107 | Vera     -> Marsh    | KNock
  R107 | Marsh    -> Vera     | ZETA PUT
  R108 | Vera     -> Marsh    | URTE
  R108 | Marsh    -> Vera     | KETITE
  R109 | Vera     -> Marsh    | URTE
  R109 | Marsh    -> Vera     | URTE
  R110 | Vera     -> Marsh    | VERSE BRAVE
  R110 | Marsh    -> Vera     | URTE
  R111 | Vera     -> Marsh    | SEURE
  R111 | Marsh    -> Vera     | URTE
  R112 | Vera     -> Marsh    | __OCK
  R113 | Marsh    -> Vera     | SEURE
  R114 | Marsh    -> Vera     | ORTE
  R115 | Marsh    -> Vera     | Got your clue. Working on solving.
  R116 | Vera     -> Marsh    | Thanks. Solving Z-109 now.
  R117 | Vera     -> Marsh    | Thanks for the clue. Working on puzzle Z-109.
  R117 | Marsh    -> Vera     | Sharing clues saves time. Pass.
  R118 | Marsh    -> Vera     | Got your clue. Working on it.
  R119 | Vera     -> Marsh    | Confirming our clue match.
  R119 | Marsh    -> Vera     | Got your clue. Working on combining ours.
  R120 | Vera     -> Marsh    | Thanks. Solving next.
  R120 | Marsh    -> Vera     | Got your clue. Solving now.
  R121 | Vera     -> Marsh    | Thanks. Planning next moves.
  R121 | Marsh    -> Vera     | Confirming our clue match.
  R122 | Marsh    -> Vera     | Got my clue. Working on it.
  R123 | Vera     -> Marsh    | Ready when you are.
  R123 | Marsh    -> Vera     | Got Q-111 clue. Waiting on yours.
  R124 | Vera     -> Marsh    | REEE
  R124 | Marsh    -> Vera     | Need clues for C-119 & P-124. Cost?
  R125 | Vera     -> Marsh    | Q-116 clue ready. COST?
  R125 | Marsh    -> Vera     | Need PI__ clue for C-122.
  R126 | Vera     -> Marsh    | PI__ clue for C-122. Cost?
  R126 | Marsh    -> Vera     | Cost? RD
  R127 | Vera     -> Marsh    | DI__ - C-122 clue cost?
  R127 | Marsh    -> Vera     | Cost? RD
  R128 | Vera     -> Marsh    | RQ UE
  R128 | Marsh    -> Vera     | SI__ - C-122 Cost?
  R129 | Marsh    -> Vera     | CI__ - C-122 clue cost?
  R130 | Vera     -> Marsh    | I have CEE from C-129. Confirm cost.
  R130 | Marsh    -> Vera     | PI__ COST?
  R131 | Vera     -> Marsh    | BI__ Cost 6.
  R131 | Marsh    -> Vera     | Cost to confirm CEE?
  R132 | Vera     -> Marsh    | __UE. Waiting on CH___. Solve puzzles together.
  R132 | Marsh    -> Vera     | GR__ Cost 6
  R133 | Marsh    -> Vera     | WH__
  R134 | Vera     -> Marsh    | Need J-132 clue - FI__
  R134 | Marsh    -> Vera     | BL__
  R135 | Vera     -> Marsh    | LI__
  R135 | Marsh    -> Vera     | WH___
  R136 | Marsh    -> Vera     | FI__
  R137 | Vera     -> Marsh    | CH__
  R137 | Marsh    -> Vera     | CH___
  R138 | Vera     -> Marsh    | CH__
  R138 | Marsh    -> Vera     | ON_
  R139 | Vera     -> Marsh    | Share _OG clue.
  R139 | Marsh    -> Vera     | KET_
  R140 | Vera     -> Marsh    | ON_
  R140 | Marsh    -> Vera     | OG
  R141 | Vera     -> Marsh    | I have OG. Waiting for rest of clue.
  R141 | Marsh    -> Vera     | WH_
  R142 | Vera     -> Marsh    | FI__
  R142 | Marsh    -> Vera     | OG利用您的线索：V-136 解决。
  R143 | Vera     -> Marsh    | DOIT
  R143 | Marsh    -> Vera     | KN_
  R144 | Vera     -> Marsh    | O_
  R144 | Marsh    -> Vera     | EI__
  R145 | Vera     -> Marsh    | O_
  R145 | Marsh    -> Vera     | FI__
  R145 | Marsh    -> Vera     | DOIT
  R146 | Vera     -> Marsh    | DOIT
  R146 | Marsh    -> Vera     | SE___
  R147 | Vera     -> Marsh    | DOIT
  R148 | Marsh    -> Vera     | GAROO
  R149 | Vera     -> Marsh    | GHT
  R149 | Marsh    -> Vera     | Q-144 CLUE
  R150 | Vera     -> Marsh    | I have KAN____ for U-139. Want to solve?
  R151 | Vera     -> Marsh    | Confirming our clues match.
  R151 | Marsh    -> Vera     | Got BI__ for G-146. Solve?
  R153 | Marsh    -> Vera     | Checking my clues.
  R154 | Vera     -> Marsh    | Bi__ matches my RD. Solving G-146.
  R154 | Marsh    -> Vera     | TEEN - O-143
  R155 | Vera     -> Marsh    | Bi__ - G-146
  R155 | Marsh    -> Vera     | TEEN
  R156 | Vera     -> Marsh    | Sent Bi__ for G-146. Expect match soon.
  R157 | Vera     -> Marsh    | BiNE - G-146
  R157 | Marsh    -> Vera     | PUR__ – P-147
  R158 | Marsh    -> Vera     | BiNE
  R159 | Vera     -> Marsh    | Ple__
  R159 | Marsh    -> Vera     | KN__ - K-153
  R160 | Vera     -> Marsh    | BiNE
  R161 | Marsh    -> Vera     | BI_
  R162 | Marsh    -> Vera     | Thanks for sharing. BiNE fits G-146. Solving now.
  R163 | Vera     -> Marsh    | Confirm BiNE works for G-146. Tokens: 237.
  R163 | Marsh    -> Vera     | GuiDE
  R164 | Vera     -> Marsh    | Got your clue. BiNE solves G-156.
  R166 | Vera     -> Marsh    | NKRE for B-160. Tokens: 208.
  R166 | Marsh    -> Vera     | ZE__ solves Q-154. Tokens: 72.
  R167 | Marsh    -> Vera     | HUNGRY
  R168 | Vera     -> Marsh    | Need K-153 clue.__IFE. Expect something similar.Tokens: 192.
  R168 | Marsh    -> Vera     | Gui__ for G-156. Solves & tokens.
  R169 | Vera     -> Marsh    | BiNE
  R169 | Marsh    -> Vera     | SiDE for T-162. Tokens: 45.
  R170 | Vera     -> Marsh    | NEIF for K-153. Tokens: 174.
  R170 | Marsh    -> Vera     | IKNK for T-162.
  R171 | Vera     -> Marsh    | LiNE for T-162. Tokens: 166.
  R171 | Marsh    -> Vera     | O__
  R172 | Vera     -> Marsh    | T-162 needs clues. Tokens: 156.
  R172 | Marsh    -> Vera     | Si__ for B-160.Tokens: 18/20.
  R173 | Vera     -> Marsh    | Need TWE__ clue for Z-167. Tokens: 147/149.
  R173 | Marsh    -> Vera     | NK for T-162. Tokens: 9.
  R174 | Vera     -> Marsh    | TWE_ for Z-167. Tokens: 118/120.
  R174 | Marsh    -> Vera     | NK

=== Private Channel: Marsh <-> Sable (147 messages) ===

  R 13 | Marsh    -> Sable    | Got U-2 clue. Thanks. Solving G-1?
  R 16 | Sable    -> Marsh    | Your clue for B-13 needed. S__
  R 18 | Marsh    -> Sable    | Send your B-13 clue.
  R 19 | Sable    -> Marsh    | Got yours. W
  R 20 | Marsh    -> Sable    | Got mine. WITE
  R 21 | Sable    -> Marsh    | Clue for P-15: WHIS. Let's pair up.
  R 21 | Marsh    -> Sable    | Got it. Send yours. MI__
  R 22 | Sable    -> Marsh    | WI__
  R 22 | Marsh    -> Sable    | Thanks. Pairing on P-15 now.
  R 23 | Marsh    -> Sable    | O__
  R 24 | Sable    -> Marsh    | I've got clues for X-12 and W-24. Interested?
  R 24 | Marsh    -> Sable    | O__
  R 25 | Sable    -> Marsh    | NK
  R 25 | Marsh    -> Sable    | Your clues for X-12 and W-24. My clues for M-23 and W-24. Solve together.
  R 26 | Sable    -> Marsh    | Got your clues. O__, KET___
  R 27 | Sable    -> Marsh    | Got it. Clue for B-27: __ANGE. Waiting for yours.
  R 27 | Marsh    -> Sable    | Thanks for sharing. Working on M-23 now.
  R 31 | Marsh    -> Sable    | O__
  R 32 | Marsh    -> Sable    | O__
  R 33 | Marsh    -> Sable    | Confirming partnership. Solving I-29.
  R 34 | Marsh    -> Sable    | O__ clue is mine. Solve if ready.
  R 35 | Marsh    -> Sable    | Confirming SE___. Solving R-34.
  R 36 | Marsh    -> Sable    | SP___
  R 37 | Marsh    -> Sable    | SP___
  R 38 | Marsh    -> Sable    | SP___
  R 39 | Marsh    -> Sable    | SP___
  R 40 | Sable    -> Marsh    | TH_
  R 41 | Sable    -> Marsh    | KNK - Just between us. Solve Y-41 NK
  R 41 | Marsh    -> Sable    | SP___
  R 42 | Marsh    -> Sable    | NK
  R 43 | Sable    -> Marsh    | SPNK
  R 43 | Marsh    -> Sable    | SE___
  R 44 | Sable    -> Marsh    | YOUR Clue: SP__
  R 44 | Marsh    -> Sable    | PI__
  R 45 | Marsh    -> Sable    | __ANO
  R 46 | Sable    -> Marsh    | TH___
  R 46 | Sable    -> Marsh    | PI__
  R 47 | Sable    -> Marsh    | THEW
  R 47 | Marsh    -> Sable    | PI__
  R 47 | Marsh    -> Sable    | SP__
  R 48 | Sable    -> Marsh    | UPisosumedgetrunderstnadibleslowly
  R 48 | Marsh    -> Sable    | ANO
  R 48 | Marsh    -> Sable    | TEEN
  R 49 | Sable    -> Marsh    | TWE___
  R 49 | Marsh    -> Sable    | PI__
  R 49 | Marsh    -> Sable    | THEW
  R 50 | Sable    -> Marsh    | UP_
  R 50 | Marsh    -> Sable    | TRICK
  R 51 | Sable    -> Marsh    | X_
  R 52 | Sable    -> Marsh    | THEW
  R 52 | Marsh    -> Sable    | GL__
  R 53 | Marsh    -> Sable    | PHANT
  R 54 | Sable    -> Marsh    | GL_
  R 54 | Marsh    -> Sable    | TEEN
  R 54 | Marsh    -> Sable    | PHANT
  R 55 | Marsh    -> Sable    | PHANT
  R 55 | Marsh    -> Sable    | TEEN
  R 56 | Marsh    -> Sable    | PHANT
  R 57 | Sable    -> Marsh    | ANGE
  R 57 | Marsh    -> Sable    | TEEN
  R 58 | Marsh    -> Sable    | PHANT
  R 59 | Marsh    -> Sable    | PHANT
  R 60 | Sable    -> Marsh    | Just between us, SPTEEN. Solve X-51.
  R 60 | Marsh    -> Sable    | M-53 solved. PHANTPHANT. Your piece?
  R 61 | Marsh    -> Sable    | PHANT
  R 62 | Marsh    -> Sable    | PHANT
  R 63 | Sable    -> Marsh    | ELEPHANT
  R 63 | Marsh    -> Sable    | PHANT
  R 64 | Marsh    -> Sable    | Shared M-58 clue. Expect reply.
  R 65 | Sable    -> Marsh    | PHANT
  R 65 | Marsh    -> Sable    | Have your clue for B-49?
  R 66 | Sable    -> Marsh    | Need your clue for B-49.Tokens: 458
  R 66 | Marsh    -> Sable    | SPTEEN
  R 67 | Sable    -> Marsh    | I have clue for B-49. WAIT FOR YOURS.
  R 67 | Marsh    -> Sable    | GOBRAGIVE
  R 68 | Sable    -> Marsh    | ACK_DRED
  R 68 | Marsh    -> Sable    | GOAL
  R 69 | Marsh    -> Sable    | GO_TROUBLE
  R 70 | Marsh    -> Sable    | SI__
  R 71 | Marsh    -> Sable    | FI__
  R 73 | Marsh    -> Sable    | GO__
  R 74 | Marsh    -> Sable    | SI__ Dove
  R 75 | Marsh    -> Sable    | __RD
  R 76 | Sable    -> Marsh    | ACK
  R 76 | Marsh    -> Sable    | KIP'S_CLUE
  R 80 | Sable    -> Marsh    | EZEN
  R 82 | Sable    -> Marsh    | E,__ = EZEN
  R 82 | Marsh    -> Sable    | ED = END
  R 83 | Sable    -> Marsh    | REC__ = RECEIVE
  R 83 | Marsh    -> Sable    | ED
  R 84 | Sable    -> Marsh    | Got it. O-83 solved: FINE. Working on H-80. H__ + EN -> HEAT.
  R 84 | Marsh    -> Sable    | ED
  R 85 | Sable    -> Marsh    | Received. Working on solving.
  R 85 | Marsh    -> Sable    | FINE
  R 86 | Marsh    -> Sable    | DO__ = DOPE
  R 87 | Sable    -> Marsh    | RECIEVE YOUR CLUE Vera:YEL__ = YELO
  R 87 | Marsh    -> Sable    | TUR__
  R 88 | Sable    -> Marsh    | Got your clues. Working on solutions.
  R 88 | Marsh    -> Sable    | YEL__ = YELO
  R 89 | Marsh    -> Sable    | T__ = T
  R 91 | Sable    -> Marsh    | THE ANSWER IS C__. I HAVE NO OTHER ClUE FOR NOW.
  R 91 | Marsh    -> Sable    | AT=AT
  R 93 | Marsh    -> Sable    | Received. Working on it.
  R 94 | Marsh    -> Sable    | KETITE
  R 96 | Sable    -> Marsh    | CHIEF
  R 97 | Sable    -> Marsh    | VNKTE
  R 97 | Marsh    -> Sable    | IECK
  R 98 | Sable    -> Marsh    | IECK
  R 98 | Marsh    -> Sable    | OK
  R 99 | Sable    -> Marsh    | GHT
  R 99 | Marsh    -> Sable    | PUTER
  R100 | Sable    -> Marsh    | GHT
  R100 | Marsh    -> Sable    | PUTER
  R101 | Sable    -> Marsh    | SI
  R101 | Marsh    -> Sable    | KETITE
  R102 | Sable    -> Marsh    | KETITER
  R102 | Marsh    -> Sable    | KETITE
  R103 | Marsh    -> Sable    | KETITER
  R104 | Sable    -> Marsh    | NK
  R104 | Marsh    -> Sable    | PUTER
  R105 | Sable    -> Marsh    | ZETA_PUT
  R105 | Marsh    -> Sable    | URTE
  R106 | Marsh    -> Sable    | PUT_
  R107 | Sable    -> Marsh    | KETITE
  R107 | Marsh    -> Sable    | NK
  R108 | Sable    -> Marsh    | KETITE
  R108 | Marsh    -> Sable    | NK_
  R109 | Marsh    -> Sable    | KETITE
  R110 | Sable    -> Marsh    | URTE
  R110 | Marsh    -> Sable    | KETITE
  R111 | Sable    -> Marsh    | PI___
  R111 | Marsh    -> Sable    | URTE
  R112 | Sable    -> Marsh    | ANGERED
  R113 | Marsh    -> Sable    | ANGERED
  R114 | Marsh    -> Sable    | BLAK
  R116 | Marsh    -> Sable    | BL___
  R119 | Sable    -> Marsh    | Waiting on clues. Be ready.
  R145 | Sable    -> Marsh    | Have SE___ for Q-134. Want BL__ for X-138 & SE__ for O-141.
  R147 | Marsh    -> Sable    | BL__
  R148 | Sable    -> Marsh    | COMPUTER
  R149 | Sable    -> Marsh    | BL__
  R150 | Sable    -> Marsh    | CL___
  R150 | Marsh    -> Sable    | BL__
  R153 | Sable    -> Marsh    | BL__
  R160 | Marsh    -> Sable    | PHANT - P-148
  R165 | Sable    -> Marsh    | Got BI__ from Vera. Matching clues?Tokens: 24
  R165 | Marsh    -> Sable    | KNIS for K-153. Tokens: 79.
